label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49
Banana,36.805756,-3.3472874,-0.8342614,3.881066,-2.9431677,27.337383,22.298431,1.4010308,-4.934361,-5.5430074,-2.2745311,0.69392985,0.32539576,4.3569264,7.068935,0.3589445,0.74788576,-1.9297026,2.1413052,-1.7532328,0.7432454,0.60119975,-0.48996562,-1.3230313,-0.46232677,-0.27082622,-0.5092572,1.6076547,1.0837052,-0.017312398,-0.18285066,0.014489093,-2.4989102,-0.60445875,-0.19787827,-1.600764,-1.2049102,-1.4919655,2.4240327,0.5395323,-1.7546271,0.26486588,0.10124377,-2.0218933,-0.97674173,-1.5184462,-1.962165,-1.2481743,0.49247402,-0.21635678
Orange,-11.163957,4.9844627,-9.199062,-14.057063,-0.7521297,4.396205,-2.7024078,-4.6730757,1.9514896,-1.5537429,-1.4272224,-3.1518316,-4.943173,4.21196,-0.76779884,0.7336343,-3.9827158,4.7694006,1.7820711,-4.3413224,-5.568661,2.9730132,-2.526504,-1.1154705,-0.83508193,0.27872986,2.281279,-0.10467936,-3.0093029,0.6703173,-2.9912283,-0.53764963,2.612986,-1.8961453,1.1914121,1.420038,5.2288966,-2.9072351,1.7185204,3.3817751,0.57008916,0.5110119,2.463613,-3.597146,-0.5332365,-1.9032305,1.1644431,4.2645807,3.013546,2.7140377
Orange,-11.381872,3.2228878,-7.8666353,-11.109699,-0.7727,2.4634187,-0.010267054,-3.905392,-0.21891378,0.031255264,-0.030448763,-3.056978,-3.1608016,3.5714965,-0.87275004,0.76167995,-0.83162254,1.7951468,0.37806943,-0.4460248,-2.521087,1.3903257,-0.5974356,0.2615292,-1.3792142,0.8086791,0.07184507,0.80996704,-1.1459799,1.8357321,0.21314271,-0.5351853,-0.71474624,-0.7437511,0.26688966,0.27939072,0.3460153,0.16064815,-0.69474596,0.658811,-1.3814609,-0.21853228,-1.0902586,-1.3232836,0.15644294,-1.9635917,-1.7532028,0.6857335,4.024869,-2.5668354
Orange,-11.130117,3.0946429,-7.7904882,-10.650771,-0.35199565,2.9799404,-1.3097731,-4.4816637,0.8889981,-0.9999453,0.086317524,-2.7829854,-2.9030879,2.6222534,-0.6953483,1.371774,-0.38330233,1.0399196,0.1606521,0.09939727,-2.121446,2.1635227,-1.1934443,0.6202651,-0.05965837,0.42897728,-0.4564711,0.56918186,0.65994805,0.3417014,-0.31314945,0.2523282,-0.76553106,0.5597572,0.3894613,-0.76749134,-1.2338393,1.6455616,-0.30661967,-0.84116864,-0.019247059,0.26359662,-1.1996297,0.49196663,0.5504166,0.14050205,-0.63418174,0.3234274,-0.26481998,-0.46627748
Orange,-6.775496,3.317522,-7.815619,-6.702577,2.5672152,11.331023,-9.58546,6.2656665,0.9940059,0.075990945,1.5717353,10.640336,9.443693,-9.636124,2.9216573,-2.2264059,-3.4955225,-1.6966177,2.6505897,-1.4285669,-3.5669596,-1.9316505,1.3355567,-0.4996656,-2.7870507,-0.09032794,1.2653553,3.7262242,-5.920217,5.1181083,0.116886914,-0.93229055,-1.1784256,0.35981482,0.10009887,-2.4012375,0.20154181,0.3397362,0.11476444,-2.1073709,1.3070945,1.9350753,-0.765766,1.2077816,0.40113968,1.4387792,-0.23123911,-0.38200483,-3.0361767,1.3508145
Orange,-9.702087,3.3404617,-8.234794,-6.9646792,2.067855,5.599827,-5.8445873,2.418151,0.112034395,0.223485,1.5378352,2.9343684,3.929824,-4.0443044,0.5415449,-1.0133282,0.25808126,-1.7746973,0.74452996,0.07565281,0.110783555,-2.164293,3.684193,-0.5967012,-2.0617585,-0.8191273,0.58228093,2.8128893,-4.9709716,4.612385,-0.23231088,-0.85613364,-0.5813796,0.31722918,0.27301174,-2.677807,0.43429527,-0.15074973,-0.34717125,0.6281246,0.7194409,0.6583301,-0.5798133,-0.33774212,-0.8213618,-0.692942,-1.1942644,-1.7427602,-1.1710596,-0.6001875
Orange,-11.043064,2.7549613,-7.717442,-10.0434885,-0.30951795,2.3461497,-0.7203078,-4.5669765,0.36579272,-1.5071278,0.28978503,-1.8387076,-1.9156357,1.9634881,-0.7847392,0.7738219,0.687002,1.6054753,-0.05589426,0.09019667,-1.5712107,0.5453729,-0.4592261,0.75720257,0.452707,1.2933445,-0.29491532,1.2449974,0.798136,-0.68726003,2.0642896,1.1749905,-1.3272268,0.5777524,-0.19986756,-0.1552918,-0.9357185,0.96724355,-1.1886135,-1.8149545,1.1766868,-0.17004241,-1.923654,-0.07664615,-0.07522215,-0.9589177,-2.016117,-1.7454187,0.77878195,-0.89201564
Orange,-11.136279,5.244526,-8.7836895,-10.369946,-0.76218057,3.836608,-2.7783146,-5.096143,1.6963416,-2.8519895,-0.28441212,-1.5807542,-0.26278198,0.5137392,0.25502926,-0.043779142,-0.3163034,-0.24959733,-0.8000106,-0.9139576,3.479109,-0.59146595,2.699975,-1.6901066,0.4325429,-0.89269274,-0.059077468,-1.3140652,1.4684498,-1.0881594,-1.2279408,0.44968244,1.6219752,-0.039938115,0.15996307,-0.61893135,-1.7092712,1.3628448,0.7781822,1.6347574,1.5049173,-2.4093413,0.49106103,-0.9524763,0.086603925,-0.116736315,0.6839659,-0.95189,0.011346171,2.2559588
Orange,-10.747303,4.6052,-8.547823,-8.987857,0.29302734,2.22833,-1.0409157,-2.9100158,-0.1312437,-1.5714105,-0.1819862,-1.4423643,-0.65100193,0.79750854,0.19570528,1.1495905,-0.12000125,-0.60908645,-0.17391472,0.682432,3.2323325,-1.2335714,2.0192547,-0.70548606,-0.22886974,-0.39401174,-2.467101,-0.23579529,0.13574791,-1.0512868,0.05388177,0.6010724,-0.85446936,-0.8915556,0.8800413,-1.4686917,-3.4861581,2.2527487,0.6901997,0.83902025,0.21600729,-2.7117631,-0.5783692,-0.44609374,1.0643785,0.7633122,0.44119138,1.2152197,0.0553777,1.0357577
Orange,-11.1614275,3.6763818,-7.42734,-8.9044075,-0.88237226,2.6791024,-0.65541327,-4.460856,1.5829,-2.0491292,0.048321355,-1.7802049,0.44484782,0.087171294,0.20255727,-0.18955861,2.2473292,-2.737997,-0.79985476,2.1040714,4.655257,-0.46633515,2.3252985,-1.2932894,0.09774838,0.13024907,-1.6639173,-1.4319404,0.590763,-0.4732833,1.1206068,-0.37448603,0.37375087,0.3783191,-0.5326498,1.4458131,-1.3242543,0.2929866,0.08826234,-0.58606344,-0.88624924,-1.5751266,0.05453809,0.44871736,-0.3795566,0.9200019,-0.7021061,0.38366148,0.5079392,-0.7180772
Orange,-11.416918,4.139272,-8.621035,-8.948359,-0.20421368,2.816376,-1.317424,-4.823711,0.41960636,-1.638356,-0.6967684,-1.7825955,-2.0285165,2.4517095,-0.56956404,0.7415946,-0.2938208,1.1903913,-0.94090354,-0.7012716,-0.6410193,0.387021,0.9315317,0.5708034,-0.13593705,0.7610356,1.0426536,0.2753832,1.6439849,-0.20447005,0.98175013,1.3923556,-1.1249906,-0.55479264,0.18465304,-1.43005,-2.0693195,0.9154905,-0.16620652,-0.42665303,1.2529045,-2.0540884,0.79041153,-0.40111473,0.33699542,-0.70850843,0.049416527,-1.7535003,1.1828705,0.1511817
Apple Braeburn,-10.666561,-13.941344,5.584419,5.6816034,-0.22483191,1.7071638,-1.1897643,6.5500107,7.839874,0.0789385,-2.0946705,0.9993508,2.9245014,-2.1204505,1.2031254,9.655837,2.2691224,3.009052,-1.0912725,-1.7649119,1.4009782,3.7727063,-1.9645776,0.43996745,-0.37396085,-0.48823905,-1.0614461,1.367818,-1.4053998,-0.39021158,2.085924,1.0826524,0.3931968,-1.4994824,-0.27192158,0.7346866,-1.7398999,0.38521448,-0.2616537,0.48225403,-0.40168688,-1.246164,0.7217962,-0.14614643,0.286961,-0.20983128,0.118574336,-1.0172077,-0.1231138,-0.28473547
Apple Braeburn,-11.3018675,-16.297531,10.40712,10.01708,-1.7441882,0.9898734,-0.93956065,0.93725884,15.110505,-6.597465,-5.4998307,-3.3857765,0.35139737,2.7434533,-2.4604774,-12.390885,-7.076984,0.9416775,-1.0967599,-1.1312162,4.2907734,4.3493137,-0.43585798,0.028539525,2.0231245,-0.7841209,0.025341075,0.45957083,-0.67069656,0.2615197,-2.5614827,-0.5072225,-1.7243257,-0.6605559,0.36907753,0.891946,-0.82557154,-1.8502382,-0.9764287,-1.26708,0.042019393,-1.1055889,-0.96452105,0.4525761,-0.40051296,-0.43660715,-0.70019,-4.3123927,-2.0612168,-0.75811213
Apple Braeburn,-8.923817,-16.538713,9.58845,11.372408,-1.1777506,2.0800943,-3.4076746,3.7908895,12.744182,-6.967855,-6.0366993,-3.1600683,0.25046623,3.0511212,-2.3790612,-10.857787,-9.802959,2.5489619,-2.236022,-3.5093718,10.056675,8.183513,-2.4226267,4.297669,5.0980606,-2.8789458,-5.218776,1.8541287,-2.6293337,-1.9208446,1.1708785,4.2450123,-2.5756707,3.734827,-2.4169393,-3.877311,5.3023815,-0.22065471,2.195117,-0.18071422,-0.48738143,2.5551271,1.0084153,-0.2504921,-1.5710292,2.317413,2.1647844,5.336582,0.34481806,0.83455974
Apple Braeburn,-10.6555195,-12.850827,8.342911,6.3345213,-1.8710229,-0.29836756,2.4212832,2.2144492,14.706902,-0.7555555,-1.3787074,-3.0078893,-1.6058851,1.9707174,0.14587675,-4.9006143,1.24123,-2.1222906,2.8174064,3.179049,-6.739318,-9.248263,0.3841722,-1.82868,-2.742301,1.8178797,-0.29657674,0.04844771,0.1717355,-0.66399485,6.0677657,-0.956383,2.2428901,-0.049086582,-0.90430313,-0.41189885,-1.5862771,0.5880013,-0.53167415,2.6643734,0.098618396,0.27878663,1.3471764,-0.81090784,0.30340067,-0.33897308,1.6837593,1.2835406,1.4575933,1.2291199
Apple Braeburn,-13.513189,-14.491139,5.761589,0.5956734,-1.3647485,-2.9057105,4.641683,-4.5790915,-3.35602,1.3864377,1.2065405,1.2934884,0.3534748,-0.0549945,0.51598674,0.43795362,-0.85064536,0.9542594,-1.2192276,0.5037193,2.153836,0.9641707,1.3611573,0.4978101,0.57657343,-0.060174417,4.448721,1.2953497,1.9234546,2.320837,3.0912127,1.5848913,0.5069077,-0.62837017,1.1073745,-2.2738848,-0.20412299,0.89221144,-2.1904473,1.64467,-2.3476198,1.9264978,1.5888017,1.205893,2.2876384,-1.0440266,-0.11512331,0.4762156,-0.07541076,0.69558996
Apple Braeburn,-12.798316,-16.646988,6.8170376,-1.1298836,-0.44468436,-3.6158805,4.627148,-5.993156,-7.1651044,3.6226444,2.276901,1.8177624,-0.8435127,-1.8863817,-0.22244091,-1.2677317,0.1433927,-1.1389557,1.3007032,0.04400278,-1.8052312,-0.7027085,-1.2549398,-0.9138499,-1.0451142,0.55374473,-6.396271,-0.62602216,-2.7093537,-3.2409868,-3.3366015,-1.444326,-1.1627965,0.5738289,0.43316117,0.4995018,0.2273403,0.27857444,-0.33183903,-5.0693593E-4,-0.089934945,1.0217276,0.97469795,0.008964663,1.3490031,-0.32564414,-0.6062351,-1.1379691,1.3203546,-0.0537762
Apple Braeburn,-13.124152,-16.541868,6.098322,-0.81016177,-0.3871312,-3.3848639,4.5451717,-4.1575,-6.477396,2.9729996,1.8549149,2.1877315,0.062648974,-1.403577,0.2903847,1.0563201,1.2106936,-0.012736768,-0.23232181,0.44993442,-0.0761691,-0.92490387,-1.1975495,-0.16522394,0.45529354,0.7057457,-3.3224163,0.7806475,-1.0580567,-1.7126458,-0.32781705,-0.01070245,-1.283799,0.86670125,-0.60683763,-1.1076105,0.42142847,0.75945026,-0.2887303,-0.7922751,1.6181782,0.29383138,1.4690274,-0.6244616,0.103765115,0.3037202,-0.96902555,-1.3984946,0.9048448,0.8634555
Apple Braeburn,-12.411688,-17.709114,7.20919,-1.4520653,-1.3315586,-3.5246372,4.251109,-5.639332,-7.0429206,1.8004235,1.8721735,1.6170312,-0.13051939,-1.2395638,0.1623515,-2.5812821,-0.45246705,0.5468088,-0.9402538,-0.258673,0.9861325,-0.14459312,1.6182085,0.16084297,0.8480248,-0.3987902,2.2372906,0.11335875,1.415065,0.7538774,-0.5877581,1.6965989,0.57772815,1.3231072,0.5608978,-2.1372716,-0.2407699,0.2256498,1.4257922,-1.7501657,0.566028,-0.6969241,1.4803145,-0.26666787,-2.0437832,0.76530343,1.6326135,-1.7781833,-2.3085876,-1.656039
Lemon,-6.140572,12.309513,-6.3778186,1.7887032,-1.782771,-9.0875025,6.3960075,8.609928,-2.3220227,-3.9460638,-3.131849,2.7140632,-0.4033449,-0.13943422,1.4171748,0.54605347,-4.1167727,3.7679937,-0.096467935,-3.8205733,0.52601445,-1.071201,2.165129,-1.6999534,-1.606159,0.49001735,0.058365427,-1.0800244,1.4369149,-0.9622652,-0.20861319,-0.4381191,0.92433745,-0.6947476,0.6212277,0.22268958,-0.006739656,0.11157053,-0.6373555,-0.59623337,-0.41878402,0.9665268,-0.6472636,-0.3786715,-0.20334814,-0.38269773,-0.21976537,0.35153005,1.472646,-1.2696444
Lemon,-5.700821,12.161708,-6.2026,3.8384135,-0.85807115,-10.715033,5.971738,9.405544,-3.887503,-5.0273952,-3.7528596,4.64445,-0.0821387,-0.82938516,2.6988072,0.6677925,-4.9920244,4.5591288,-1.4877254,-3.8367755,0.089475185,-2.4712138,4.095373,-1.834002,-1.5668945,0.2546741,-0.6276968,-0.35303575,1.0968051,-1.5547351,-0.77851075,-0.6104056,-1.3040612,0.276309,-0.89577657,0.110072985,0.97475475,-0.4914926,-0.19417936,1.4648752,1.0887461,0.46485084,-0.023542464,-0.2646561,0.554281,0.8631135,0.28756562,0.5063163,-2.5217233,1.601084
Lemon,-7.805021,10.631248,-5.991177,-1.2224745,-0.7430908,-6.8944263,6.456161,5.8264575,-0.51551706,-0.742494,-0.92568916,1.0727285,0.102106184,-0.29486087,-0.20921016,-1.121718,2.3939233,-3.323611,0.3125432,2.7695816,0.95467913,1.382059,-2.7884295,0.95889395,1.6738914,-0.07762601,0.18070768,-0.25726265,-0.5029961,-0.5105818,1.266286,-0.31714386,0.5021198,0.05750881,0.21303323,-0.013006707,-0.27787268,-0.9470472,0.42576966,-0.79082626,-0.1480278,-0.06259646,1.0938575,0.2836717,-0.45383504,0.26118666,1.1416942,-0.14845416,0.4719317,0.52936935
Lemon,-6.922399,11.661257,-6.9695444,0.48796868,-0.7957083,-9.360999,6.7424984,8.275561,-2.427464,-3.619064,-1.8482785,2.4479027,-1.1301563,0.012271218,0.9968674,-0.63755465,-0.6448032,0.022176094,-0.061748844,-0.35170534,-0.28511092,-0.53615147,-0.23961687,-0.22323771,-1.0629398,0.21125539,0.5046694,0.39688838,-0.35423878,0.19678879,0.87558436,-0.72672266,-0.34869164,-0.24003321,0.120706305,-0.118611306,0.62215567,-0.8366566,0.10821384,0.733888,-0.7042986,0.1070476,0.96116203,0.61761475,-0.96827525,0.116331264,-1.1821393,0.49792466,-0.72130877,-1.1026459
Lemon,-6.538653,11.237248,-5.4531555,-1.5273607,-0.7468926,-7.7339983,7.212752,7.3487997,-0.5576076,-0.5367048,0.17370927,0.9675361,-0.4435853,-0.48602048,-1.0860711,-0.36293304,2.9998355,-4.033349,1.2274991,4.649296,-0.36455783,2.214039,-5.0642095,2.2719095,3.784902,-1.4676809,0.40542665,-0.41305724,0.029581398,0.795602,-0.8155458,0.35477567,-0.5612807,-0.63596004,0.052800205,0.27064604,-0.07557774,-0.24917783,0.7240465,1.0440532,0.26663247,-1.4128565,0.29470286,0.11400995,0.9533243,-0.11637409,1.260518,-0.025299335,-0.5003122,1.7349491
Lemon,-4.07018,12.980069,-6.455227,22.276476,0.55988836,0.3864418,-4.202932,-9.829459,-4.9729333,-5.029814,0.5452987,-0.11091415,1.0631518,0.039716132,-0.073160335,0.64665544,0.69964355,2.44907,-0.047635835,1.0795771,0.17321351,-6.569825,-0.7113179,2.6828053,3.0991645,-1.682134,-1.364279,1.8035259,-1.7069381,1.9729766,0.56531745,1.0975008,-5.0221744,-2.3801017,-1.202065,3.5720172,0.112471685,-0.22479135,-1.1720217,-1.6182532,-1.1235435,-0.64599025,0.4271835,0.8817893,0.507369,-0.113904715,-1.0268756,-0.37440363,-0.16986313,0.23939209
Lemon,-4.8905034,9.092143,-4.301291,13.446125,1.8986336,5.311319,-1.7630802,2.8420894,0.51382846,14.370939,2.844676,-0.47904044,-2.8416543,1.086563,0.15534781,-0.51919454,1.2159959,-0.20010856,0.31102318,0.15726677,2.570179,0.08660339,-0.30303437,0.73844665,-0.0018897908,-0.15202707,0.59498215,-0.46006334,0.3498934,-1.1101158,2.2156765,-2.261344,-0.591454,-2.120133,2.7593155,0.61806726,-0.58314776,-1.7078606,-0.47926822,-1.7423353,1.9091482,2.175027,0.68298846,-0.5486844,0.6770021,1.0489693,0.51845646,0.6966513,0.6358205,0.801258
Banana,24.968689,-2.3108275,4.7710037,-4.0189924,44.64975,-5.5499735,1.9978865,-2.5785253,2.8671105,-0.62467986,0.6134482,-0.85096836,-1.4249145,0.13108487,1.2793887,1.661326,-1.4482692,-0.9491152,1.6705384,-0.48519114,0.7939666,-0.15851487,-0.07678488,-0.9592265,-0.42410132,0.98790896,1.5795728,-1.4270992,-0.8564864,-1.0721236,0.9773948,-0.13571095,-1.050821,-0.31153807,-0.6726773,-0.056986436,0.99698734,-0.6324574,-1.4485459,-2.693848,-0.61925405,0.7279308,0.5837794,-0.05718456,0.48388547,0.25284427,1.7988338,-1.381316,2.2457852,-3.2785115
Banana,12.1308975,14.581475,24.342226,-3.4820435,-4.4421344,0.047468554,-2.2855902,1.0837715,1.8294768,-3.4724886,11.862126,0.08562816,-4.053881,1.38768,-2.1747668,1.362085,-0.8122684,-2.427591,-0.7043852,5.1959443,-0.37155816,-0.83020926,1.5563321,-8.995893,0.3323252,-0.07633088,3.0651886,9.244896,-2.8039873,-5.5333,-4.791443,8.637641,2.670695,-3.6817966,0.7798388,3.0674624,0.6588715,-1.6119572,-2.7383692,-0.047894645,2.1421657,-0.2738342,0.64751494,0.6574093,-4.1451073,-4.4256616,-0.37017944,2.154782,0.1821944,5.7694345
Banana,19.782955,20.47501,32.904156,-8.820761,-3.5075142,-0.6030124,-9.015091,-7.5471215,-0.31523794,7.35832,-23.142729,10.270481,-0.42164135,-0.17416178,2.4625418,-1.4576529,6.0355554,9.986725,11.846717,2.6442242,2.4088862,0.53825283,0.39070186,-4.843701,2.7823365,0.08310005,1.4231486,1.7774167,1.1024674,0.4293795,-1.5523185,-1.7856978,0.7713379,-0.9925297,0.027733786,0.8664549,-0.1871255,0.83448017,-4.004678,-0.4116894,2.7065518,-0.16803442,0.55002415,0.80211157,0.93013734,-3.4636898,-1.6216556,0.8250179,0.049735945,1.7236996
Banana,16.168839,15.842833,23.724792,-7.8073893,-5.666455,-1.8833166,0.06415353,-0.8022376,-1.1188475,4.0993075,2.6167095,-11.322,9.691971,-0.038042575,1.2341009,0.6063694,-2.2266517,2.027227,-0.11324761,-3.086634,-0.5350967,0.7601104,-0.21281523,3.0977247,-0.5584765,-0.94566166,1.3409642,-4.8151107,-0.45813158,0.6178053,0.9638497,-5.2264466,-2.8236535,2.7244987,0.54162204,-0.8255205,-1.5860006,1.0221273,1.4928957,0.17034133,-2.1446197,1.1320441,0.1783352,-1.3677086,-0.5748381,-0.7133439,-0.36921182,-1.7097597,-0.26013014,1.9940053
Banana,43.01405,-14.146899,-13.571579,1.3565807,-8.568276,-7.607884,-8.17182,-1.5819696,1.8309987,0.69880176,6.094987,4.858806,4.3752527,12.039478,1.9670509,0.10653327,0.5282615,-0.5330339,0.5922452,-2.101912,3.3117073,-1.4871776,-3.135543,-1.5862939,-1.8483137,2.4433227,2.3655112,-3.8513637,-2.2850251,-0.16193628,-2.3600256,1.5588399,1.1867576,0.57632244,-1.15174,0.2078087,-0.9740452,-0.47239718,-0.34170082,-0.121503174,1.4273286,1.303655,1.2421758,0.1805964,0.24358204,-0.10471888,0.42261165,-1.3841406,0.54318434,-1.6390451
Banana,41.59461,-10.391319,-13.777559,-1.1705672,-7.174214,-5.2835617,-4.286326,-0.013971481,0.9688301,1.9316398,-1.1769434,-4.8788857,-4.3466105,-10.519982,-4.1782155,1.4420937,-3.1381834,-2.6933627,6.927557,-1.4643792,-3.4230926,1.7932506,5.524783,0.882279,4.435796,-5.4884744,-0.1039554,1.8732835,2.6671152,0.5048034,-0.73855966,-0.60678005,1.0311265,-0.25444698,-1.4453443,2.026531,0.5975016,1.6387507,-0.24440685,1.6045697,2.3088977,0.9425489,0.7648349,0.9494863,0.11650116,-0.26063398,0.8096734,-0.8240806,1.5194814,-1.1601315
Banana,36.139706,-12.032376,-11.553178,0.26519042,-3.1189005,-5.1438723,-4.578252,-0.36771867,1.9585729,1.0920627,7.575066,7.012857,7.8537917,15.215452,5.0251784,-1.4216534,2.572179,0.64291596,-2.6703572,3.3610053,-3.7711024,2.4387646,2.6833947,1.1299433,1.1091204,-2.9040973,-1.4104958,0.597271,1.2152569,-0.15728393,-1.1900278,0.16112843,-0.3962116,-0.37669492,-1.1533675,-0.5187875,-2.4017413,-1.7101803,-1.1484258,1.5455039,0.7836955,2.0275686,1.0936682,-0.8937292,0.40297693,0.37826055,-0.59069926,-0.7459087,-1.2680829,-2.0533519
Banana,40.8236,-12.066956,-13.581806,-0.7664289,-6.851707,-6.922253,-4.104232,-0.21448615,0.8601483,2.191746,-0.8114223,-3.5704608,-3.180647,-8.476591,-4.1285486,1.4997225,-2.7684753,-2.7906792,7.3813186,-3.5642662,-0.09505418,0.089321695,2.0705245,0.18670936,1.0296865,-1.6033721,-2.8541286,2.9926388,3.6220145,0.15285838,1.0115051,-0.769725,1.753136,-1.124149,0.60160196,0.59041846,0.13646922,-3.6711137,1.2554778,-0.46316797,-2.3247705,-3.5086792,-0.16860597,0.8775472,0.2576751,-0.69996995,-1.6373627,-1.0055399,-0.70595396,2.70614
Banana,34.313625,-4.0717034,-3.8855436,1.736453,-1.023886,18.170233,17.198112,1.6576215,-3.3653493,-2.5701718,-3.6035497,-1.480898,0.6314633,-4.6740294,-9.340549,-0.9954443,2.086755,5.3087416,-2.2823718,2.8083055,1.1125486,-2.7850244,-1.0004944,1.4331692,-3.8656561,-2.7882717,-1.1193104,3.4074304,1.5753139,1.4454968,-2.7573476,-0.44496393,-0.27024373,1.9102383,-4.946078,0.49717867,-0.8277216,-0.8768817,0.56297827,-0.7742358,-2.5209227,3.7459328,-3.543799,0.086070836,0.9128388,-0.9453384,5.9506516,-2.4434602,2.5788794,1.2770169
Orange,-11.270697,4.5381727,-9.202774,-13.013778,-0.48789367,4.4481,-2.7706141,-4.3499446,1.2305902,-1.9634868,-0.6029138,-3.091585,-3.902693,3.3621387,-0.86785537,0.06482643,-3.9062092,2.8055854,0.08815261,-2.6661499,-4.267298,3.116931,-0.95336103,0.32565874,-1.6105686,-0.12884896,1.6303648,0.7629931,-0.24225007,0.946389,-1.3979661,0.20810904,1.0233669,0.76282376,0.06663827,-2.5616329,0.03413158,0.61759204,2.349689,-0.08104533,4.0161257,-0.7694043,1.2109649,-1.186626,-0.30816954,1.9945188,2.4582107,-0.27828577,-2.99777,2.5752163
Orange,-10.182481,2.7964706,-7.64536,-8.872721,1.6157476,6.605459,-6.1001577,2.6568606,0.87175673,1.082711,1.7586513,3.8189979,3.9579642,-5.026994,0.8004503,-1.7264502,-0.2297741,-2.5510662,0.9833951,-0.11300227,0.04011178,-1.223102,1.9687804,-0.911397,-2.2083974,-0.47757044,0.643685,2.5971944,-5.251432,4.6612997,-1.4106145,-1.0740026,0.77524436,0.6534085,0.25393462,-2.1029766,2.8741417,-1.3803617,-0.29925048,0.48469222,-0.5134621,2.1043024,-0.14392516,-0.10606407,-1.4078066,-0.12110085,-0.9183035,-1.226773,-1.7272353,-1.127501
Orange,-10.620886,3.590579,-7.458048,-9.420767,-0.46081036,3.1876316,-1.568833,-3.2370017,1.3965323,-1.3857985,0.15073487,-1.400307,0.39516124,0.6296007,0.17508864,0.52977383,1.1000547,-1.7009453,-0.86956257,0.57166225,4.6802225,-1.1381065,2.6086876,-1.2428586,0.12186637,-1.08411,-1.8296012,-0.9295997,1.0385889,-1.2647771,0.074970104,0.27416453,0.9330043,0.22450903,0.24571154,-0.06329091,-2.056736,1.4860531,0.26964396,0.9394862,-0.29473895,-1.4015976,-0.5665868,-0.4084137,0.6598393,0.3802375,0.17303267,0.12486397,0.04951889,0.61203885
Orange,-11.376024,2.3664975,-8.189912,-11.076016,-0.7986861,3.8159764,-1.3237612,-4.9606185,2.115787,-0.24323595,0.6379004,-2.2107093,-2.3059561,2.3832347,-0.64604366,0.5271351,-0.5023773,2.3721256,0.6658186,-0.05285804,-2.3445287,1.3352447,-1.43717,0.9562581,0.7900807,0.35101688,1.0740211,0.1943332,0.6647699,0.073332824,0.95043635,0.41623834,-0.121990785,0.15829492,-1.2177936,0.043552104,0.35499838,0.078603595,-0.54059184,-1.4208876,-0.26710635,2.0628307,-0.87666327,1.5778242,-0.21204026,0.85549814,0.07921295,0.17503807,-2.359068,0.04861057
Orange,-11.259202,2.5325694,-8.310531,-10.086795,-0.53924304,2.8500059,-1.034718,-4.1835475,1.3459331,-0.37651652,0.7899364,-1.8211257,-1.7771723,1.6814313,-0.39805922,0.43486255,-0.0055450005,0.91731066,0.7076141,0.8626113,-1.6071625,0.4855252,-0.7644997,0.7829099,0.92232394,0.7811028,0.5877885,0.33861136,0.35988837,0.2752299,0.89361775,0.2071188,-0.6799889,0.15260266,-0.1496665,-0.14340721,-0.18909638,0.16386741,-0.4862855,-1.1404094,-1.1407381,1.4129473,-0.93562835,1.5014004,0.2595427,0.48106435,-0.5682904,0.70299375,-1.1852399,-0.75837165
Orange,-10.726859,4.5218015,-8.52569,-12.332672,-1.1813245,3.8208466,-1.8250672,-5.353387,1.4001919,-1.3562323,-0.2816547,-2.358766,-2.5737503,2.2360587,-0.27217656,-0.27882946,-1.4761462,2.3699002,0.31268027,-1.3043727,-2.540984,1.1361251,-2.0248432,-0.38174024,0.7529043,1.0079463,0.87471175,-0.220278,1.49829,-1.0044005,0.20201254,0.5066465,0.9325657,-0.21342029,-0.16675065,1.5240731,1.733589,-1.5547373,0.6111051,-0.6015169,-0.27431935,0.33050883,0.20197873,0.7151496,-0.67184055,0.8391269,0.87978756,-0.9422709,-1.9700532,0.5366594
Apple Braeburn,-11.472787,-13.015387,5.6650577,6.2602715,-0.388148,1.3858193,-1.0203186,6.2142324,9.648272,0.021174436,-1.9283003,0.47866857,2.8699625,-2.587181,1.8556103,11.848623,3.050276,2.0865123,-0.9678254,-1.2863234,-2.0082423E-5,2.057603,-0.8751119,0.38286778,-0.6430726,-0.1143046,-0.9160583,0.74266046,-0.8536244,-0.22662672,-0.0059271962,-0.14334047,-0.13868423,-1.6786704,-0.082905084,0.3621392,-1.3519969,0.3568706,0.5652517,0.29876897,0.7320047,-0.96170866,-1.0995924,0.085520834,-0.24631433,-0.47428483,-0.027246712,-0.18287882,-0.36880755,-0.51796454
